,word,values_
1572,hypodermic,"[ 0.49506    0.84781   -0.83257   -0.50702    0.14173    0.98004
 -0.0092812 -0.081715   0.5995     0.16172   -0.50546    0.92686
  0.19367    1.0803     0.35581    0.58491    0.40871   -0.097868
  0.0036375 -1.0932     0.18822    0.10737   -0.32095    0.59468
 -0.4465     0.13197    0.45038    0.74781   -0.9738    -0.56055
  0.45259    0.52201   -0.062926  -0.26496   -0.043156  -0.085457
  0.12851   -0.67454    0.57134    0.34967    0.042254  -0.081692
 -0.082358   0.22908   -0.65802    0.36994    0.77581   -0.0040339
 -0.097135   0.70753   -0.37617    0.41065   -0.2058     0.42142
  0.10642   -0.40877    0.12031    0.093686  -0.49747   -1.1474
 -0.38167   -0.5368     0.014782   0.75578   -0.67871    0.92894
  0.99825   -0.20005    0.20441   -0.7491    -1.118      0.046768
  0.58807    0.88826   -0.21243    0.53342   -0.10349    0.059893
 -0.28278   -0.13819    0.54228    0.81403   -0.27216   -0.1508
 -0.42491    0.32908    0.5111     0.78664   -0.86164    0.14835
  0.25967    0.59135    0.29201    0.39964    1.0208    -0.35176
 -0.091492   0.43122   -0.21906   -0.30454  ]"
1573,temblors,"[ 0.3679     0.43461   -0.24989    0.53425   -0.28401    0.028118
 -0.02062   -0.02584   -0.43835    0.30477    0.11274   -0.45155
  0.76456    0.21959    0.41143    0.11618   -0.89122   -0.10231
  0.035974   0.78435    0.89987    0.17957   -0.11408   -0.04304
  0.60582   -0.49452   -0.70623    0.72528   -0.3231    -0.034593
  0.39235   -1.2307     0.15454    0.53795   -0.15922   -0.73446
  0.67938   -0.34091   -0.13685    0.88246    0.18476    0.84992
 -0.56082    0.31443   -0.13944   -0.22796    1.1988    -0.36309
  0.76975    0.013513   0.12534    0.074677   0.20374   -0.63235
  0.31338    0.11796    0.21445    0.077956  -0.51922    1.0435
 -0.53838    0.77949    0.15942    0.29037   -0.052431   0.80861
 -0.82918    0.13986    0.4161    -0.3311     0.070979  -0.28635
  0.026915  -0.25228    0.052946  -0.30899    0.38399   -0.48824
  0.81233    0.23274   -0.20318   -0.052101  -0.94906    0.0033007
 -0.161     -0.32441    0.371      0.54441    0.036982  -0.5197
  0.54751    0.39758   -0.68365   -0.22594    0.46603    0.60083
 -0.4951     0.038752   0.21967   -0.32527  ]"
1574,georgiev,"[ 0.26945   -0.32901   -0.13808    0.58435    0.58638   -0.033973
 -0.97817   -0.40372    0.13394   -0.098625   0.062012   0.19803
 -0.23955    0.21551    0.060918   0.75401    0.060807   0.20427
 -0.090648   0.42958   -0.66856   -0.37729    0.046706   1.5292
  0.73044    0.065483   0.48746    0.54937    0.28785    0.1935
 -0.1807    -0.075639  -0.20074   -0.23506   -0.05129    0.13383
  0.071427   0.56846    0.74368    0.051652   0.38562    0.23067
 -0.036389  -0.029494   0.14961    0.10989    0.27361    0.15796
 -0.06278    1.0833     0.51323   -0.54027    0.20036    0.68459
 -0.40073    0.49858    0.13407    0.54257   -0.89662    0.37549
  1.1813    -0.044294   0.12827    0.37577   -0.20797    0.13218
  0.24508   -0.10613   -0.5721    -0.32218   -0.058795   0.14084
  0.0047986  0.25021    0.60185   -0.075164  -0.42978    0.21458
  0.026392  -0.76109   -0.0317     0.18097   -0.01123   -0.83778
  0.071835   0.39327   -0.25268    0.3682    -0.62539   -0.080437
 -0.11305   -0.029001  -0.63518    0.022045  -0.19158    0.35713
  0.37547    0.54572   -0.60558   -0.43748  ]"
1575,cité,"[ 0.88001  -0.3433   -0.7372    0.49084   0.4632    0.20532  -0.11704
  0.83262   0.9765    0.23023   0.18329   0.1844   -0.023424 -0.21276
 -0.19327  -0.037443  0.31789  -0.52579  -0.11248   0.065231  0.41054
  0.24675  -0.25423  -1.034     0.13875  -0.49561   0.3311   -0.065376
 -0.22439  -0.068643 -0.66203  -1.3603   -0.0897    0.86824   0.114
  0.34184   0.22072  -0.097378 -0.29506  -0.20127   0.53166   0.53451
 -0.8376   -0.36727  -0.48708   0.19061  -0.50218   0.53958  -0.66818
  0.92724  -0.78725   1.1674   -0.35094  -0.10736  -0.4025   -0.57028
  0.64028  -0.55275  -0.78569  -0.10651  -0.24202  -0.44964  -0.5449
 -0.46947  -0.5845    0.10786  -0.61886  -0.79321   0.20062   0.34893
 -0.11395   0.53952  -0.28488   0.96335  -0.015213 -0.34011   0.17501
  0.50112   0.040105 -0.11115  -0.50796  -0.66249  -0.19992   0.30259
 -0.33799  -0.02468  -0.10645   0.0618    0.24254  -0.49054   0.50598
 -0.34489   0.48953   0.9482    0.12012   0.10889  -0.27618  -0.44764
  0.21423   0.19867 ]"
1576,colina,"[ 9.4611e-01 -3.2308e-01 -7.3719e-01 -3.9127e-01 -1.9390e-01  1.0647e+00
  6.5761e-01  1.3225e-01  2.8173e-02  6.6725e-01  8.5498e-01  4.6602e-01
 -2.8393e-01 -1.3369e-01  5.0673e-01  6.8772e-01  6.0500e-01 -1.8756e-01
  4.2426e-01  5.7488e-01  2.8934e-01 -4.9568e-01 -4.7422e-01  2.9226e-01
 -8.7462e-01  2.7094e-01 -1.6651e-01 -5.3296e-02  3.4708e-01  5.6164e-01
  6.6337e-01 -5.8715e-01 -7.4065e-01  5.4515e-01 -1.0403e-01 -1.0580e-02
  1.1580e+00 -3.0357e-02  5.9742e-01  1.7925e-01  2.1060e-01  1.0280e+00
 -2.6914e-02  2.0046e-01  1.0733e-01  5.9399e-01  2.8920e-01  8.3238e-01
 -8.4529e-01  7.2526e-01 -5.7660e-01  4.2755e-01 -1.0483e+00  9.0184e-02
 -1.2909e+00 -1.1954e-01  2.5594e-01 -3.2248e-01 -4.9780e-01  9.4135e-01
 -7.2812e-02  2.0438e-02  9.7429e-01 -1.4736e-01  1.1286e-01  2.9649e-01
  7.6827e-02 -1.1659e-01  1.0925e-03  3.1617e-01  9.3997e-01 -4.1819e-01
 -5.2792e-01 -4.0528e-01 -4.7748e-01 -3.6610e-01 -2.3800e-01 -3.0568e-01
  4.1150e-01 -3.6795e-01  3.7948e-01  6.3800e-02  6.2846e-01 -5.6783e-01
  2.5142e-02 -2.2516e-01 -2.4975e-02 -1.3378e-01 -1.8662e-01 -1.3990e-01
 -1.2640e-01 -2.5589e-01  7.8733e-02  8.3173e-01  5.9558e-01  2.4561e-02
 -1.7899e-01 -7.1097e-03 -3.0493e-01 -3.0565e-01]"
1577,boudin,"[ 0.34046   -0.43532   -0.88668   -0.77093    0.50349    0.65207
  0.60396   -0.086784  -0.49435    0.15447   -0.78195    0.43885
 -0.077954  -0.071637   0.34788    0.16483    0.12944   -0.49635
  0.10516    0.77454   -0.50217    0.36435    0.20031   -0.1755
  0.14381    0.031304   0.67193   -1.0463     0.034659  -0.32696
 -0.047028  -0.68867    0.22577    0.35903    0.22898    0.90572
  0.94331   -0.51425    0.73255   -0.28731   -0.31518    0.019345
  0.1107     0.147      0.12829   -0.51649   -0.46702   -0.73404
  0.91934   -0.083231  -0.41896    0.11852   -0.78155   -0.47981
 -0.82776    0.41686    0.36711    0.56001   -0.57225    0.070851
  0.4991    -0.079663   0.47464    0.5958    -0.074377  -0.40845
  0.14189   -0.17646   -0.24674    0.043695  -0.45767   -0.603
  0.29349    0.41623   -0.13402   -0.38613   -0.16043   -0.48793
 -0.12288    0.51869   -0.27808   -0.2738     0.19997    0.15493
  0.0060281  0.023598   0.11218    0.39092   -0.6017     0.50599
  0.53435    0.079685   0.1943     0.4053     0.23416    0.16785
  0.29615   -0.11286   -0.61636    0.36923  ]"
1578,px,"[ 0.15517    0.99415    0.14909   -0.32592    0.049925   0.2211
 -0.97337   -0.39386   -0.10389    1.3284     0.47677   -0.46724
  0.33834   -0.45673   -0.60942    0.58901   -0.44301   -0.10996
 -0.29605    0.10187    0.33488   -0.020372  -0.41802   -0.096485
 -0.14491    0.58892   -0.17814    0.009569   0.21765    0.075505
  0.020515   0.21931    0.36913    0.334     -0.29613    0.13055
  0.834     -0.75337    0.021796   0.15989    1.4453    -1.2843
 -0.1064    -0.17249   -0.22035   -0.58857   -0.6458     0.16206
  0.44606    0.1666    -0.13007    0.10724    0.191     -0.037661
 -0.71166    0.72642   -0.04528   -0.083468  -0.20067   -0.15389
 -0.25597   -0.089146  -0.82132    0.20898    0.27138    0.0079124
 -0.35052   -1.0627    -0.029261   0.54098   -0.66003    0.45334
  0.26578   -0.43104   -0.27139   -0.0076103  0.10432    0.25341
 -0.059368  -0.15584   -0.54511   -0.70742    0.19514    0.40193
  0.71261    0.41511    1.0249    -0.42848    0.88326    0.46542
  0.043622   0.14625    0.12132   -0.26416    0.55698    0.13527
  0.63068   -0.053846  -0.035936   0.83085  ]"
1579,örebro,"[-1.9321e-01 -1.8325e-02  4.0002e-01  3.9150e-01 -2.9697e-01  1.8860e-01
 -3.5619e-01  4.4576e-01 -5.7713e-01  3.1998e-01  1.2463e-01 -2.8501e-01
  4.9379e-01 -2.2507e-01 -1.5802e-01  1.1869e-01 -4.3631e-02 -4.9252e-02
  2.1075e-01  4.8375e-01 -1.1639e+00  8.7866e-01 -5.2145e-01  1.0901e+00
 -4.0732e-01 -1.1518e-01  3.4695e-01  3.7217e-01 -1.0597e-01 -1.0248e-01
 -6.1506e-01  9.1707e-01  8.5931e-01 -9.4820e-02 -3.7244e-01 -4.8900e-01
  3.3283e-01 -4.1555e-01  1.3858e-01 -1.6863e+00 -2.2898e-04  1.7717e-01
 -1.3303e-01 -7.1867e-01 -1.9393e-01  8.0750e-02  1.3374e+00  5.8014e-01
 -3.4317e-01  6.7143e-01 -9.5063e-01 -1.1418e-01  4.2555e-01 -3.0660e-01
 -5.7961e-01 -6.6814e-02 -9.2299e-02 -1.3351e+00 -7.6173e-01  5.8764e-02
  5.8288e-02 -3.1948e-01 -9.3743e-01  1.0606e+00 -1.0086e+00  1.4507e+00
  3.6786e-01  6.9162e-01  3.4391e-01  3.0850e-01  4.4293e-01  3.7494e-01
  5.9262e-01  3.2428e-01  3.1805e-01  2.6030e-01 -3.3583e-01  3.5762e-01
  4.0454e-01 -3.4427e-01 -4.7653e-01  2.7430e-02  4.8904e-01  6.9937e-01
 -3.6996e-02 -5.1840e-01 -1.1266e-01  1.9729e-01  3.9860e-01  5.9498e-01
 -3.7298e-01 -5.7959e-01 -5.6963e-02  2.2161e-01  8.1985e-01  4.9793e-01
  2.2981e-02  8.7348e-01  8.5838e-01 -1.2149e+00]"
1580,eea,"[ 0.28556  -0.88207   0.83507  -0.63608  -0.24544  -0.40773   0.13687
  0.056526  0.76684  -0.60851   0.1087   -0.33893   0.35138   0.39919
  0.14134   0.8492   -0.53643  -0.52217  -0.50031   0.052834 -1.5006
  0.80821  -0.2653    0.18852  -0.41283  -0.52724   0.055309 -1.0385
 -0.72626  -0.45787  -0.37629   0.54709   0.18407   0.041892  0.83016
  0.062174  1.3934    0.57248  -0.13663   0.33876  -0.87501  -0.51953
  0.038038  1.0955    0.48351  -0.87531   0.63659   0.23151  -0.6426
  0.19863  -0.52135   0.02517   0.021572 -0.84151  -0.53485   0.84147
  0.24211  -0.62188   0.25492  -0.064532  0.21548   0.062976 -0.28431
 -0.13918   0.6705   -0.54236  -1.2438    0.13187   0.62692  -1.0379
 -0.096868 -0.53214   0.58314  -0.36776   0.24373  -0.38268   0.015719
 -0.88381  -0.16944  -0.41291  -0.45155  -0.32435   0.23203   0.87515
  0.89228   0.56828   0.22231   0.51337   0.78058   0.37959   0.076025
 -0.19608  -0.39511  -0.77403   0.33645   0.50279  -0.16553   0.18922
  0.66488  -0.45253 ]"
1581,ahearn,"[-0.37398   -0.76769   -0.15038   -0.24646   -0.12392   -0.01073
  0.4317    -0.24237   -0.095863  -0.24876   -0.18396    0.039655
 -0.25289    0.24606   -0.1672     0.30142   -0.27801    0.23945
 -0.10575   -0.37241   -0.39897    0.13515    0.4914     0.1663
 -0.28867    0.18139    0.13562    0.44244   -0.4687     0.44005
 -0.26742    0.36129    0.47424    0.14197   -0.47214    0.102
  0.094235   0.5071     0.35775   -0.19683    0.48429    0.10191
 -0.46649    0.69047   -0.98034    0.60135   -0.52241   -0.33105
  0.20214    0.14561    0.3805    -0.8414    -0.22598   -0.16212
  0.0032921  0.59327   -0.0047047  0.06428   -0.60389    0.33828
  0.39099   -0.27426    0.039251   0.39906    0.2096    -0.55627
  0.10182    0.18494   -0.083198   0.024205  -0.1238    -0.70857
 -0.40839    0.17884   -0.02597    0.091008  -0.15729   -0.411
 -0.88578    0.17677   -0.032378  -0.11876    0.10882    0.064056
  0.75159   -0.020976   0.62435   -0.21362   -0.24891   -0.21812
  0.16402   -0.61024    0.20975   -0.17254   -0.030077  -0.42208
 -0.24854    0.28017   -0.66609    0.42278  ]"
1582,azuma,"[-0.82434   -0.064959   0.11257    0.29198   -0.55492   -0.4174
 -0.3407    -0.14964   -0.54292   -0.059561   0.31511    0.50099
  0.7003    -0.016296  -0.18163    0.98895    0.26238    0.0015853
 -0.19283   -0.17788    0.01975   -0.016955   0.29736    1.2667
 -0.13183    0.09342    0.30715   -0.17923    0.057581   0.31159
 -0.41381   -0.12067   -0.080654   0.35061   -0.1592     0.33687
  0.56746   -0.18605    0.45197   -0.3499     0.086403   0.34205
  0.24879    0.15676   -0.18194   -0.75068    0.17679    0.17758
 -0.14268    0.29734    0.082921  -0.46582   -0.50531   -0.19345
  0.40607    0.6392    -0.25129   -0.57116   -0.79802    0.076698
  0.49816   -0.36736   -0.1357     1.1997     0.55635    0.053919
  0.80408   -0.31061   -0.35853    0.55249   -0.16506    0.43357
 -0.20786    0.1219    -0.36889    0.89467   -0.11605    0.82428
 -0.55813   -0.23757   -0.12004   -0.20892   -0.52232    0.13132
  0.59147    0.035702  -0.5823     0.69062    0.66144    0.26435
 -0.11659    0.27855    0.67062   -0.0034084  0.57427   -0.50062
  0.57354   -0.056306  -0.53848    0.56175  ]"
1583,homewood,"[ 1.5707e-01  8.9402e-02  7.9512e-01  1.1089e-01  5.2193e-02  3.7086e-01
  3.4292e-01  3.6280e-01 -6.7870e-01  5.2991e-01  3.1905e-01 -2.8072e-01
  1.9836e-02  1.0970e-01 -3.1228e-01  7.8231e-01  1.0262e-01  3.5138e-01
 -3.7568e-01 -5.8182e-01 -8.7647e-01  5.5663e-01 -2.7417e-01  3.4154e-01
 -1.9764e-02  8.1917e-02 -4.3543e-02  3.0773e-01 -5.9334e-01  2.8280e-01
  4.7908e-02 -5.1796e-01  1.4869e-01  4.0136e-02 -2.6083e-01  1.3154e+00
  4.0646e-01  5.6440e-01  1.0894e-01 -2.1073e-01  2.0016e-01  7.5423e-01
 -1.2384e-01  2.2867e-01 -1.4596e-01  6.8721e-01  7.6016e-01  1.2440e+00
  2.4603e-01  9.5332e-01 -7.3101e-01 -3.1508e-01 -3.6323e-01 -7.0773e-01
 -5.1826e-01 -4.4963e-01  8.9127e-01 -5.1421e-01 -3.2937e-01 -5.6805e-01
 -4.3084e-01 -4.8533e-02  3.3891e-01 -5.9586e-01 -6.9529e-01 -5.3680e-01
  6.7523e-01 -4.6587e-02 -2.1278e-01  5.4828e-02 -9.1431e-01 -5.2978e-01
 -1.2550e-01 -4.7556e-02 -1.8516e-01 -5.1665e-01  1.3263e+00  7.4149e-02
  4.8982e-01  4.7934e-01 -3.0999e-01  3.9289e-01  1.5801e-01 -2.0174e-01
  2.5813e-01 -9.6863e-04  1.1153e+00 -5.2196e-01  2.6061e-01  3.4686e-01
 -1.8030e-01 -9.5976e-02  2.3214e-01  2.4798e-01 -3.4351e-01  1.6246e-01
  2.6177e-01 -7.2843e-02 -2.5096e-01 -1.4541e-01]"
1584,axl,"[-0.41592   -0.15592   -0.12342   -0.44032   -0.56734   -0.1826
 -0.20552   -0.54261   -0.081241   0.64422   -0.137     -0.53633
 -0.24214    0.083934   0.50099   -0.20428    0.066922   0.42039
  0.63373    0.15448    0.36766   -0.45826    0.0096312  0.17427
  0.43654    0.034137   0.09532   -0.67012    0.39131   -0.34743
  0.58174    0.54647    0.1217     0.91466    0.2757     0.021316
  1.3063    -0.50636    0.34338   -0.26982    0.66267    0.37875
  0.51568    0.40697   -0.14235    0.23495   -1.2265     0.80169
 -0.86383   -1.0819     0.062492   0.26845    0.45747    0.26419
 -0.10113    0.65942   -0.011896   0.19104   -0.97743   -0.10697
  0.37313   -0.38874   -0.27178    0.29685   -0.11495    0.86555
  0.93574   -0.23377    0.69382   -0.092137  -0.0059814  0.60251
 -0.63082   -0.060564  -0.72929    0.28747    0.13438   -0.55077
 -0.12174   -0.3657     0.097315   0.027552  -0.27447   -0.13461
  0.17217   -0.80006    0.12001   -0.81429   -0.25617    0.76357
 -0.52067   -0.24063   -0.50897    0.61504    0.068981  -0.10949
  0.018396   0.39929   -0.59795    0.69183  ]"
1585,schipper,"[ 0.2269    -0.08031   -0.042272   0.28554   -0.32825   -0.3517
 -0.36785    0.2182    -0.31933    0.14107    0.81965    0.45283
 -0.32366   -0.070007   0.085302   0.42311    0.2839     0.75918
  0.054696  -0.44344    0.57532   -0.32094    1.1343     0.68812
  0.57467    0.30773    0.1963    -0.14878   -0.28438    0.068681
 -0.88065   -0.47862    0.2827     0.71748    0.23342   -0.088741
 -0.16512    0.69543   -0.6528    -0.70742   -0.79709   -0.1466
  0.5224     0.54959    0.25952   -0.13547   -0.41481   -0.11928
  0.14179   -0.466      0.30458   -0.1112     0.24388    0.067674
  0.086709   0.64231   -0.22536    0.51141   -0.8069     0.42714
  0.7655    -0.6671     0.11448    0.42667   -0.050527   0.040387
  0.62559    0.26731   -0.0099621 -0.26857    0.10609    1.0782
 -0.50254    0.39135    0.39248    0.30762    0.17907   -0.44884
  0.5564    -0.052815  -0.043629   0.25105   -0.28894    0.77816
  0.64976    0.02644   -0.4705     0.54558   -0.047566   0.50781
  0.28959    0.040941   0.871     -0.81309    1.5249    -0.14579
 -0.32028   -0.03965   -0.8387     0.26448  ]"
1586,unicron,"[-0.44111   -0.70208    0.14595   -0.02603    0.26515    0.52507
  0.32167    0.18445    0.95965   -0.11681   -0.077805  -0.039395
 -0.67694    0.051258   0.13812   -0.27392    0.22296    0.42582
 -0.011708  -0.97026    0.024548  -1.366     -0.51812   -0.2684
  0.76176    0.15923    0.064893   0.45178    0.37083    0.43047
  0.9311    -0.44248   -0.4702    -0.27806   -0.27608    0.20726
 -0.16159    0.11949    0.21185   -0.54351   -0.67961    0.67801
  0.16018   -0.027851   0.20859    0.42826    0.069581   0.51399
  0.26421    0.49728    0.15873    0.47366    0.34198    0.74912
  0.65123    0.31586   -0.082791   0.28706   -0.90564    0.21661
 -0.13198    0.22039   -0.11317    0.64425    0.49596   -0.093625
  0.068997   0.039001  -0.12707    0.17643    0.87533   -0.686
  0.33126    0.016047  -0.10108   -0.46237   -0.27895    0.0070214
 -0.67163    0.93755    0.25619    0.84579   -0.66212    0.15533
  0.41067    0.092172  -0.41488   -0.15597   -0.31638    0.038171
  0.27801    0.20761    0.41086    0.47214    0.042622  -1.7363
  0.78478    0.0064613  0.20242   -0.29643  ]"
1587,d'etre,"[-0.097341   0.11974   -0.17942   -0.26018    0.081703   0.0057361
 -0.29535   -0.048302   0.58007    0.36064    0.33253    0.21951
 -0.14526   -0.69445   -0.37833   -0.12925   -0.056588   0.51896
  0.75248    0.7924    -0.30657    0.89012   -0.46826   -0.50138
  0.48563   -0.13127    0.41476   -0.032074   0.19185   -0.51624
  0.56606   -0.84615   -0.26814   -0.32218   -0.14455    0.24738
  0.71403    0.10609   -0.2415    -0.95927    0.20672    0.0038477
  0.89274    0.067355   0.49054    0.4292     0.50846   -0.07957
 -0.25734    0.26418   -0.77704   -0.0090891 -0.10838    0.64588
 -0.25084    0.67274    0.46839    0.16616   -0.012457  -0.78696
 -0.27251   -0.35594    0.45301   -0.4612     0.20232   -0.53969
  0.0028117 -0.35957    0.10736   -0.42841    0.39824   -0.61129
  0.040003   0.47356    0.22417   -0.44083   -0.12894   -0.078062
 -0.5596     0.3364    -1.4617    -0.1604    -0.32285   -0.67291
  0.28121    0.048346   0.55623    0.24411   -0.50156    0.13411
 -0.21819    0.40448    0.46759    0.60044    0.69533   -0.40669
  0.33068   -0.23394   -0.43361    1.4203   ]"
1588,sund,"[-0.46646  -0.22455  -0.67503  -0.554     0.081193  0.18017   0.68487
  0.69541   0.17118   0.30556  -0.31879   0.85596   0.68073   0.16063
  0.4513    0.077553 -0.020071 -0.41054  -0.1488    0.99719  -0.13089
 -0.3386   -0.29417   1.2022   -0.12244   0.27023   0.6435   -0.56729
 -0.32374  -0.68985   0.49705   0.15041   0.56447   0.5203   -0.56836
  0.59908   0.084731  0.39039   0.73203  -0.4301    0.45821  -0.81026
  0.29728   1.1208   -0.87664   1.2551   -0.22394   0.15781  -0.043288
 -0.05246   0.040104 -0.10418  -0.83832   0.043811 -0.67438   0.54249
  0.074926 -0.43955  -0.92724   0.61892   0.38119  -0.37756  -0.45614
  0.55391   0.071846  0.042746  0.44214   0.094382 -0.88298   0.081606
  0.26146  -0.3143    0.36137  -0.10134   0.1773    0.16887   0.12766
 -0.17394  -0.18296  -0.51015  -0.69165   0.83491   0.50762   0.79042
  0.81121   0.05608   0.12936   0.40594  -0.099056 -0.12777  -0.15231
 -0.038442  0.59011  -0.097853 -0.28888   0.23463  -0.17138  -0.58363
 -0.37753  -0.019723]"
1589,6.19,"[ 7.3591e-01 -5.8427e-02  6.4439e-01  4.9090e-01 -5.4471e-02 -2.3229e-01
  9.0287e-03 -1.1712e-01  2.8314e-02  1.5804e-04  2.1576e-01  5.8406e-01
 -1.0205e+00  5.9730e-02  6.6363e-01 -5.4510e-02 -9.0118e-02 -6.8968e-01
  4.8961e-02  3.6742e-01  3.4566e-01  1.1028e-01 -5.6008e-01  4.1290e-01
  9.0103e-01 -5.9015e-01  5.1422e-01  4.4317e-01 -3.0759e-01 -7.4125e-01
 -7.8912e-03 -3.6295e-01 -1.9435e-01  5.0179e-03 -1.1631e-01  6.1215e-01
  2.7243e-02 -5.6355e-01  5.4827e-03  3.5370e-01  2.4178e-01  3.8360e-01
 -4.0276e-01 -8.4032e-02 -3.3979e-01  2.5401e-01 -4.1012e-02  2.6555e-01
 -4.0416e-01 -1.2276e+00  1.4354e-02 -5.1973e-01  8.6305e-01  2.2617e-01
 -4.9022e-01  8.1185e-01  4.4277e-01 -3.3121e-01  1.0806e-01 -1.6745e-01
  1.1617e-01 -7.5513e-01 -1.5518e-01  3.1354e-01 -1.0052e+00  7.7616e-02
 -1.4767e-01 -2.3776e-02  2.4619e-01  3.5088e-01 -4.5671e-01  1.9649e-01
 -2.5471e-01  2.5179e-01 -9.1014e-01  1.0188e-01 -3.3619e-01 -5.9706e-03
 -2.3817e-01  2.9936e-02 -7.4743e-01  3.5528e-01 -8.8036e-02  1.2199e-01
  7.6891e-01  7.4554e-01  5.8360e-01  4.6987e-01  1.1763e-01  4.0540e-01
 -3.8648e-01  4.1984e-01 -1.6268e-01 -2.1984e-01 -7.0894e-01 -2.0044e-01
 -2.3274e-01 -3.9180e-01 -2.7319e-01 -3.1074e-01]"
1590,amarnath,"[ 1.9775e-01  4.3504e-01 -1.9854e-01 -3.4303e-01 -2.0638e-02 -6.6890e-01
 -1.1270e+00  7.5724e-01 -2.9718e-01 -1.7380e-01  2.3863e-01  3.4419e-01
  1.2866e+00 -2.5173e-01 -1.9431e-01  6.2221e-02  6.9224e-01  7.7822e-01
 -8.2576e-01  7.2907e-01 -4.4504e-02 -2.3366e-01 -1.0954e+00  3.1550e-01
  1.7090e-01  4.4531e-02 -1.1279e-01  9.8825e-01  2.8807e-01 -1.4862e-01
 -2.8017e-01 -8.7203e-01  2.1652e-01  1.0306e+00 -2.2693e-01  3.1759e-01
 -5.4251e-01  5.1227e-01  7.2945e-01 -5.3389e-01 -2.4102e-01  5.6655e-01
  5.4990e-01 -1.4826e-02  4.4340e-01 -1.8090e-01  6.1744e-01 -1.9549e-01
 -1.4214e-01  1.0639e+00  4.0187e-01  4.2032e-01  2.0730e-01 -1.0889e-01
 -7.1946e-01  1.5819e-03  5.2987e-01  9.5717e-03  2.1077e-01 -8.2781e-01
  4.0258e-01 -1.3749e-01  1.4727e+00  3.4014e-01 -4.6117e-01  3.1757e-01
  6.5822e-01 -2.1558e-01  2.9593e-01 -9.4261e-01 -9.7422e-03  2.9527e-03
  7.5076e-01  3.9288e-01 -1.8038e+00 -5.2754e-01 -6.7222e-01  4.3716e-01
 -1.6649e-01  6.3504e-01  2.3581e-01  7.2890e-01 -1.8469e-01 -8.9566e-01
  1.2613e+00  2.5092e-01  2.9611e-01 -1.1218e-01  4.9015e-01  2.8434e-01
 -1.0161e-01  3.9570e-01 -1.4861e-02 -1.5561e-01  3.4068e-01  8.7607e-03
  8.6473e-01  8.7855e-01 -6.1327e-01 -3.2383e-01]"
1591,whitsitt,"[ 8.4591e-02 -2.8904e-01 -4.3906e-01 -7.8009e-01  2.0107e-02 -4.5818e-01
  7.7651e-01  2.9640e-01 -2.5254e-01 -8.4406e-01 -3.8322e-01  1.7592e-01
  5.7235e-02 -9.9832e-01  3.3527e-01 -7.2049e-01  6.7388e-01  1.0616e-01
  8.1268e-02 -5.9019e-01 -5.5241e-01  6.8394e-02 -8.0334e-01 -1.0490e-01
 -1.1134e-01  5.4773e-01 -4.2803e-01  2.2048e-01  3.7198e-02 -1.1568e+00
 -4.0120e-02  5.5264e-01 -5.7906e-01 -2.1810e-01 -6.3028e-01  3.5933e-01
 -1.9805e-01  1.2575e-01  2.0050e-01  4.1966e-01  9.0488e-02 -3.2417e-02
  5.7934e-01  2.1388e-01 -8.6864e-01  8.7838e-01  2.9054e-01 -4.3626e-01
 -2.0966e-01 -5.0695e-01  9.6282e-02 -4.6344e-01  6.4512e-02 -7.0202e-01
  6.3852e-01  1.1000e+00 -8.9990e-02  2.2844e-01  3.5711e-02  4.6892e-01
 -2.8787e-01 -1.3676e-02 -3.4731e-02 -3.3807e-01  5.4195e-02 -6.8190e-01
  1.6677e+00  1.6437e-01 -1.2513e-01  1.3517e-02  3.6747e-01 -6.1138e-01
 -3.7464e-01 -6.1638e-01  9.0757e-03 -4.4225e-01  4.4796e-01  2.6766e-01
 -6.2004e-01  2.0984e-01 -2.4356e-01 -3.6533e-01 -5.1195e-01 -4.0832e-01
  7.7356e-01  3.6536e-01 -7.8678e-04  3.7977e-01 -6.4541e-01  2.7157e-01
  1.0475e-01 -2.9032e-01 -4.0821e-01  5.1949e-01  3.5370e-01 -4.3076e-01
 -8.1804e-01  5.0489e-01 -2.8169e-01  8.5441e-01]"
